Breakfast,Lunch,Dinner,Combined Ingredients,Total Energy (Kcal),Total Protein (g),Total Fat (g),Total Carbohydrates (g),Total Magnesium (mg),Total Sodium (mg),Total Potassium (mg),Total Saturated Fatty Acids (mg),Total Monounsaturated Fatty Acids (mg),Total Polyunsaturated Fatty Acids (mg),Total Free Sugar (g),Total Starch (g)
"Red Rice with Devilled Fish, Murunga Curry, Cashew Curry, Lotus Root Curry","Red Rice with Bathala Curry, Bitter Gourd Curry, Tapioca Chips, Indian Fish Curry",Kottu Roti with Devilled Fish," chillies,  Chili, Drumstick, Chilli Powder, Sweet potato, Bitter gourd, carrot, curry leaves, leeks,  Chicken, Fish, Tapioca, Cashew, Roti, Onion, Lotus root,  Oil, Coconut Oil,  Coconut milk,  Spices,  Curry leaves, Red rice,  Salt",1574.3,58.41100000000001,96.548,146.534,842.204,178.03900000000002,4258.875999999999,23335.543999999998,22628.764,7619.014,12.568,122.763
Coconut Roti with Malu Mirisata,"Red Rice with Banana Blossom Curry, Cabbage Mallung, Pineapple Curry, Tapioca Chips",Roast Bread with Cuttlefish Curry,"Fish, Tapioca, Cuttlefish,  Oil, Coconut,  Chili, Banana blossom,  Coconut milk,  Spices, Red rice, Cabbage,  curry leaves, Pineapple,  Salt,  sugar, Flour,  Flour",1576.4,43.363,144.469,132.56,595.053,120.01599999999999,3248.9759999999997,53375.338,14446.919999999998,4308.979,16.259,106.76499999999999
"Red Rice with Eggplant Curry, Chicken Curry, Ginger Chicken, Coconut Sambol, Seeni Sambol","Red Rice with Sweet Corn Curry, Gotu Kola Sambol, Batu Moju","Red Rice with Beef Curry, Mango Chutney, Kappa Masala"," Chili,  sugar,  Ginger,  Coconut,  garlic, Mango,  Chillies, Eggplant, Gotu Kola, Beef, Sweet corn, Cassava,  Onion,  Vinegar, Chicken,  Sugar,  Coconut milk,  Spices, Red rice",1578.4,53.096000000000004,94.748,236.84,493.788,123.224,3500.8,54821.78,11378.324,4355.083999999999,97.47200000000001,106.69200000000001
"Red Rice with Bitter Gourd Curry, Spinach Curry, potatoe cheese Balls",Roast Bread with Seer Fish Curry,"Red Rice with Devilled Chicken, Okra Curry, Carrot Sambol, Tropical Salad"," Chili,  pepper,  Pineapple,  sugar,  Apple, Carrot, Mango, Bitter gourd,  Potatoes, Okra, Spinach, Onion, Seer fish, cheese, Chicken,  Oil,  Cucumber,  Coconut milk,  Spices,  Curry leaves, Red rice, Flour",1586.6,57.17,103.92699999999999,138.37800000000001,451.064,668.727,3013.0,20039.870000000003,7268.189,3758.959,15.847,104.936
"Red Rice with Dhal Curry, Banana Blossom Curry, Cabbage Mallung, Vegetable Balls, Indian Fish Curry",Roast Bread with Tender Jackfruit Fry,Pol Roti with Kochchi Sambol," chillies,  pepper, Cabbage,  sugar, Termeric powder, Carrot,  leeks, Banana blossom, Coconut, Dhal,  Potatoes, Fish, Green chili,  Oil,  Jackfruit,  Coconut milk,  Spices, Red rice, Flour,  Flour",1597.1999999999998,47.192,113.851,165.88500000000002,456.116,116.905,3619.1000000000004,36830.698000000004,8090.04,3924.2389999999996,12.714,138.772
"Red Rice with Bitter Gourd Curry, Tapioca Chips, potatoe cheese Balls, Cucumber Sambol","Red Rice with Pineapple Curry, Sesame Seed Sambol, Pineapple Pickle",Vegetable Kottu with Ginger Chicken,"Cucumber,  Chili,  pepper,  Ginger,  leeks, Bitter gourd,  Chillies,  Potatoes, Tapioca,  Onion, cheese, Chicken,  Oil,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli,  Salt, Sesame seed, Flour, Pineapple",1598.6000000000001,65.221,106.03800000000001,169.027,543.822,610.343,3292.0000000000005,36658.034,12769.363,4334.972,14.886,125.857
"Red Rice with Pineapple Curry, Sesame Seed Sambol, Pineapple Pickle","Red Rice with Bitter Gourd Curry, Tapioca Chips, potatoe cheese Balls, Cucumber Sambol","Red Rice with Spinach Curry, Pumpkin Leaves Curry, Seeni Sambol"," Chili, Cucumber,  pepper, Bitter gourd,  Chillies,  Potatoes, Tapioca, Spinach, Pineapple, Pumpkin leaves,  Onion, Onion, cheese,  Oil,  Sugar,  Coconut milk,  Spices, Red rice, Sesame seed,  Salt",1607.6000000000001,50.316,106.42000000000002,187.10399999999998,636.472,631.384,3484.0000000000005,36484.768000000004,16486.936,4626.488,53.616,105.564
"Red Rice with Cabbage Mallung, Sweet Corn Curry, Fenugreek Curry","Red Rice with Brinjal Moju, Tomato Curry, Kochchi Sambol","Red Rice with Bathala Curry, Spinach Curry, Fish Cutlets"," Vinegar, Fish, Fenugreek,  Coconut milk,  Spices,  Chillies, Red rice, Sweet corn, curry leaves, Cabbage, Eggplant, Tomato, Green chili, Sweet potato, Spinach,  Potatoes,  Coconut",1608.4,53.716,137.904,141.61599999999999,663.192,166.708,3883.9999999999995,54469.352,14455.784,6092.112,13.888,109.608
"Red Rice with Parippu, Pumpkin Leaves Curry, Beef Curry, Kappa Masala","Red Rice with Gotu Kola Sambol, Coriander Sambol, Shrimp Cutlets",Kurakkan Roti with Lunu Miris," Chili,  pepper,  Coconut, Termeric powder, Dhal, Shrimp,  Chillies,  Potatoes,  flour, Gotu Kola, Beef, Cassava, Coriander, Pumpkin leaves,  Onion, Onion, Lime,  Coconut milk, Millet, Red rice,  Salt,  Flour",1612.4,69.724,68.32,248.08800000000002,653.696,121.524,4916.0,37934.868,9693.743999999999,4752.872,14.079999999999998,201.124
String Hoppers with Coconut Sambol,"Red Rice with Green Gram Curry, Cuttlefish Curry, Spicy Crab",Pol Roti with Seeni Sambol,"Cuttlefish,  chillies,  Oil, Coconut,  Chili,  chillii,  Sugar,  Coconut milk,  Spices, Green gram, Crab, Red rice,  Onion, Onion,  Flour, Rice flour",1622.65,39.647,148.5225,175.2755,469.40299999999996,205.2565,2714.332,68091.9175,10529.426,3743.1665,42.9555,120.16050000000001
"Red Rice with Leeks Curry, Pumpkin Leaves Curry, Prawn Curry, Beef Curry","Red Rice with Beetroot Curry, Carrot Curry, Okra Curry, Fish Cutlets","Red Rice with Papaya Curry, Fish Curry, Ginger Chicken","Fish, Carrot, Chicken, Leeks, Okra,  Coconut milk, Beef,  Spices,  Chillies, Red rice, Beetroot, curry leaves,  Potatoes, Pumpkin leaves,  Ginger, Prawn, Papaya",1630.0,78.844,118.144,131.46,721.88,294.64,4036.8,38799.424,14394.048,5316.592000000001,14.648,103.988
Kurakkan Roti with Seeni Sambol,"Red Rice with Fish Curry, Cashew Curry, Egg Curry, Beetroot curry","Red Rice with Collard Greens Curry, Gotu Kola Sambol, Carrot curry, Chickpea Salad, Indian Fish Curry"," chillies,  chillii, Chickpeas,  Coconut, Carrot, curry leaves,  Chillies, Collard greens, Gotu Kola, Fish, Egg, Beetroot,  Onion, Cashew, Onion,  Sugar, Millet,  Coconut milk,  Cabbage,  Spices, Red rice,  Flour",1636.0,69.792,88.60400000000001,210.64000000000001,740.876,265.27599999999995,3778.0,41266.776,21682.996,7634.688,55.816,131.904
"Red Rice with Elumas Curry, Cuttlefish Curry, Fenugreek Curry","Red Rice with Gotu Kola Sambol, Kiri Hodi, Devilled Beef",Seafood Kottu with Ginger Chicken,"Fenugreek,  chillies,  Prawn,  Fish,  Ginger,  Coconut, Cuttlefish,  leeks, curry leaves,  Chillies, Gotu Kola, Goat, Beef,  Onion, Chicken,  Oil,  Carrot, Chilli,  Coconut milk,  Spices, Red rice, Flour",1639.3999999999999,69.953,114.08200000000001,149.19899999999998,612.75,152.899,3665.6,38058.505999999994,10094.159,5499.624,10.942,121.82499999999999
"Red Rice with Fenugreek Curry, Mint Sambol, Tender Jackfruit Fry","Red Rice with Thalapath Fish Curry, Carrot curry, Pineapple Pickle",Seafood Kottu with Devilled Fish,"Fenugreek,  chillies,  Prawn,  Chili,  pepper,  Fish, Carrot,  leeks,  Chillies, curry leaves, Fish, Thalapath fish, Mint, Onion, Jackfruit,  Oil,  Carrot, Chilli,  Coconut milk,  Spices,  Curry leaves, Red rice, Flour, Pineapple",1641.7,65.474,82.36500000000001,185.624,718.77,138.41899999999998,4107.1,19783.408999999996,7101.751,5500.4529999999995,13.354999999999999,135.128
Pol Roti with Elumas Curry,"Red Rice with Sweet Corn Curry, Sesame Seed Sambol, Seer Fish Curry, Vegetable Balls",Coconut Roti with Chicken Curry,"Carrot, Chicken,  leeks, Coconut,  Jackfruit, Goat,  pepper,  Coconut milk,  Spices, curry leaves, Red rice, Sweet corn,  Chillies, Sesame seed,  Potatoes,  Onion, Seer fish,  Flour",1646.4,70.396,126.136,165.548,791.9359999999999,128.37199999999999,3950.368,54826.780000000006,18639.664,6070.8,14.56,128.536
"Red Rice with Mustard Greens Curry, Jaffna Crab Curry, Sprats Fry","Red Rice with Carrot curry, Batu Moju, Tender Jackfruit Fry",Seafood Kottu with Devilled Fish," chillies,  Prawn,  Chili, Mustard greens, Dried fish,  Fish,  garlic, Carrot,  leeks,  Chillies, curry leaves, Eggplant, Fish, Crab, Onion, Jackfruit,  Oil,  Carrot, Chilli,  Coconut milk,  Curry leaves, Red rice, Flour",1652.1000000000001,45.93,111.977,147.584,457.682,224.083,2774.7,18935.125,2414.5910000000003,3064.421,11.055,124.288
"Red Rice with Bitter Gourd Salad, Mint Sambol, Garlic curry","Red Rice with Parippu, Carrot curry, Ginger Chicken","Red Rice with Bottle Gourd Curry, Pumpkin Leaves Curry, Mango Chutney"," chillies,  pepper, Bottle gourd, Garlic,  sugar,  Ginger,  Coconut, Termeric powder, Carrot, Mango, Dhal, Bitter gourd, curry leaves,  Chillies, Mint, Pumpkin leaves,  Onion,  Vinegar, Chicken,  curry leaves ,  Coconut milk, Red rice",1657.6,68.944,88.94000000000001,252.336,580.368,115.82,4698.0,54234.144,6051.66,4748.932000000001,58.132000000000005,152.848
"Red Rice with Devilled Fish, Octopus Curry, Carrot curry","Red Rice with Cabbage Mallung, Bitter Gourd Salad, Tomato Curry, Chickpea Salad","Red Rice with Chicken Curry, Fish Patties, Carrot curry"," chillies, Chickpeas,  Chili, Cabbage,  Coconut, Octopus, Carrot, Bitter gourd,  Chillies, curry leaves, Fish,  Onion, Onion, Chicken,  Oil,  Carrot,  Coconut milk,  Spices,  Curry leaves, Red rice, Tomato,  Flour",1663.2,65.70400000000001,140.016,140.28,711.4200000000001,266.736,3958.3999999999996,54230.67199999999,14235.664,5295.604,17.664,101.54400000000001
"Red Rice with Parippu, Pumpkin Leaves Curry, Beef Curry, Kappa Masala","Red Rice with Chicken Curry, Cuttlefish Curry, Mango Curry, Mustard Greens Curry, Polos Mallum",Pittu with Lunu Miris," Chili, Mustard greens,  Coconut, Termeric powder, Cuttlefish, Mango, Dhal,  Chillies,  oil, Beef, Cassava, Pumpkin leaves, Onion, Lime, Jackfruit, Chicken,  Coconut milk,  Spices, Red rice,  Salt, Rice flour",1666.2,59.97,125.9415,168.8195,497.627,112.744,3779.03,48714.139,10673.050500000001,4284.3495,18.886000000000003,118.20049999999999
Coconut Roti with Malu Mirisata,"Red Rice with Banana Blossom Curry, Carrot Curry, Sweet Corn Curry, Sesame Seed Sambol, Dry Fish Curry",Vegetable Kottu with Chicken Curry," Chili, Dry fish, Carrot,  leeks, Coconut, Banana blossom,  Chillies, Fish, Sweet corn,  curry leaves,  Onion, Chicken,  Carrot,  Coconut milk,  Spices, Red rice,  Chilli, Sesame seed, Flour,  Flour",1680.7,79.708,138.584,157.07299999999998,710.222,172.80399999999997,3945.6760000000004,63222.37,18376.662,5590.0,15.712,117.863
"Red Rice with Potato Curry, Banana Blossom Curry, Pumpkin Leaves Curry, Ginger Chicken, Jackfruit Mallum","Red Rice with Kohila Curry, Fenugreek Curry, Polos Mallum","Red Rice with Vegetable Cutlets, Murukku, Shrimp Cutlets","Potato, Kohila, Fenugreek, Turmeric Powder,  Ginger,  Coconut, Carrot, Banana blossom, Shrimp, curry leaves,  Chillies, flour,  Potatoes,  flour,  oil, Pumpkin leaves, Jackfruit, Chicken,  Coconut milk,  Spices, Red rice",1685.2000000000003,65.49199999999999,108.628,177.976,554.488,111.112,3685.6000000000004,36684.324,8730.284,5027.964,18.323999999999998,144.012
"Red Rice with Prawn Curry, Kappa Masala, Indian Fish Curry","Red Rice with Fish Curry, Cashew Curry, Egg Curry, Beetroot curry","Red Rice with Beetroot Curry, Devilled Fish, Ulundu Wade","Fish, Onion,  Oil,  Chili,  Coconut milk,  Spices,  Chillies, Red rice, Cassava, curry leaves, Egg, Beetroot, Urad, Cashew,  Coconut, Prawn,  flour",1690.0000000000002,83.46000000000001,119.892,175.55200000000002,841.096,338.164,4168.8,58838.852,27403.983999999997,8640.42,16.464,109.27199999999999
String Hoppers with Coconut Sambol,"Red Rice with Cuttlefish Curry, Green Pea Curry, Mustard Greens Curry, Pineapple Pickle, Coconut Sambol","Red Rice with Potato Curry, Ginger Chicken, Radish Sambol","Potato,  Chili,  pepper, Mustard greens, Turmeric Powder, Radish,  Ginger, Green pea, Cuttlefish, Coconut,  Chillies, curry leaves,  Onion, Chicken,  Coconut milk,  Spices, Red rice, Pineapple, Rice flour",1690.5500000000002,69.463,128.5245,211.99349999999998,863.8109999999999,152.8365,5356.632,73839.1965,16013.228,6129.4655,19.3095,170.9105
Kurakkan Roti with Cuttlefish Curry,Seafood Fried Rice with Chicken Curry,Pittu with Lunu Miris,"Cuttlefish, Lime, Chicken, Spices,  Chili, Rice, Millet,  Coconut milk,  Spices, curry leaves,  Oninon,  Salt, crab, Onion,  Coconut,  Flour, Rice flour, shrimp",1695.0,106.108,80.0815,186.7595,1047.161,460.266,4734.43,31577.075,19173.1945,6019.2875,15.68,161.3325
"Red Rice with Papaya Curry, Octopus Curry, Murukku","Red Rice with Beetroot Curry, Papaya Curry, Pumpkin Leaves Curry, Cucumber Sambol, Pineapple Pickle",Vegetable Kottu with Devilled Fish,"Cucumber,  Chili,  pepper, Octopus,  leeks,  Chillies, curry leaves, flour, Fish, Beetroot, Pumpkin leaves, Onion,  Carrot,  Coconut milk,  Spices,  Curry leaves, Red rice,  Chilli, Flour, Pineapple, Papaya",1702.1,42.894,117.793,147.7,596.4300000000001,189.655,3141.1,18942.648999999998,6420.3150000000005,3593.6330000000003,15.923,120.06400000000001
"Red Rice with Devilled Fish, Spinach Curry, Green Banana Curry, Spicy Crab","Red Rice with Jackfruit Curry, Pineapple Curry, Bitter Leaf Curry, Ulundu Wade, Jackfruit Mallum","Red Rice with Cabbage Mallung, Carrot Curry, Okra Curry, Tapioca Chips"," Chili, Bitter leaves, Cabbage,  Coconut, Carrot, Green banana, curry leaves,  Chillies,  flour, Fish, Tapioca, Okra, Crab, Spinach, Onion, Jackfruit,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice,  Salt, Urad, Pineapple",1706.0,57.616,117.47999999999999,171.228,860.744,284.94800000000004,4651.2,36975.84,16616.648,5526.044,17.264,115.03200000000001
"Red Rice with Pol Sambol, Mango Curry, Sweet Corn Curry, Pineapple Pickle, Pumpkin curry",Roast Bread with Coconut Sambol,"Red Rice with Capsicum Curry, Collard Greens Curry, Fish Cutlets, Kochchi Sambol, Tropical Salad"," Chili,  pepper,  Pineapple, Garlic,  sugar,  Apple,  Coconut, Mango, Coconut, curry leaves,  Chillies,  Potatoes, Collard greens, Fish, Capsicum, Sweet corn, Pumpkin,  Onion, Lime,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice, Flour, Pineapple",1712.1000000000001,50.772,145.85,165.081,565.617,266.222,3692.3999999999996,58268.579,10257.379,4301.378000000001,32.406,113.81
"Red Rice with Brinjal Moju, Green Gram Curry, Pineapple Curry, Lotus Root Curry","Red Rice with Mango Curry, Kohila Curry, Fish Cutlets, Carrot Sambol, Radish Sambol",Pol Roti with Elumas Curry,"Kohila,  pepper, Radish, Mango, Carrot, Coconut,  Chillies, curry leaves, Eggplant,  Potatoes, Fish, Goat, Pineapple, Lotus root,  Vinegar,  Coconut milk,  Spices, Green gram, Red rice,  Flour",1713.2,64.98,135.89999999999998,195.664,1078.024,195.024,6166.799999999999,72432.492,24146.908,7623.639999999999,25.968,152.112
"Red Rice with Banana Blossom Curry, Carrot Curry, Mustard Greens Curry, Dhal Vade, Kappa Masala","Red Rice with Carrot Curry, Pumpkin Leaves Curry, Vegetable Cutlets, Carrot curry, Polos Ambula","Red Rice with Murunga Curry, Kohila Curry, Dry Fish Curry","Carrot, Jackfruit, Kohila,  Oil, Banana blossom,  Coconut milk, Drumstick, Mustard greens,  Spices,  Chillies, Red rice, Cassava, Pumpkin leaves, curry leaves,  Potatoes,  chillie, Dry fish, Lentils",1718.8000000000002,58.20399999999999,117.61200000000001,174.68400000000003,765.4480000000001,175.732,4453.6,37314.84,16837.444,5459.376,14.996,126.78
"Red Rice with Dhal Curry, Pol Sambol, Beetroot Curry, Cucumber Sambol, Seeni Sambol","Red Rice with Drumstick Curry, Jaffna Crab Curry, Coconut Sambol",Vegetable Kottu with Ginger Chicken," Chili, Cucumber,  pepper, Drumstick, Garlic,  Ginger, Termeric powder,  leeks, Dhal, curry leaves,  Chillies, Crab, Beetroot,  Onion, Lime, Chicken,  Carrot,  Sugar,  Coconut milk,  Spices, Red rice,  Chilli, Flour",1720.6000000000001,75.425,78.23400000000001,245.279,845.75,279.607,5553.599999999999,37612.846,13054.347,5786.288,58.694,164.541
"Red Rice with Dhal Curry, Bitter Gourd Salad, Kochchi Sambol","Red Rice with Beetroot Curry, Cabbage Mallung, Leeks Curry, Kohila Curry, Okra Curry","Red Rice with Gotu Kola Sambol, Coriander Sambol, Shrimp Cutlets","Kohila,  pepper, Cabbage,  Coconut, Termeric powder, Dhal, Shrimp, Bitter gourd, curry leaves,  Chillies,  Potatoes,  flour, Gotu Kola, Leeks, Okra, Beetroot, Coriander, Green chili,  Onion,  Coconut milk,  Spices, Red rice",1722.0,71.9,104.69999999999999,225.124,1006.3879999999999,184.284,6627.2,54964.992,18394.488,6977.26,18.924,187.51600000000002
"Red Rice with Chicken Curry, Bitter Gourd Salad, Pineapple Curry, Ash Plantain Curry","Red Rice with Bottle Gourd Curry, Pumpkin Leaves Curry, Mango Chutney",Fish Kottu with Devilled Chicken,"Bottle gourd,  sugar,  Fish, Mango,  leeks, Bitter gourd,  Chillies, Ash plantain, Pumpkin leaves,  Onion, Onion,  Vinegar, Chicken,  Carrot,  Coconut milk,  Spices,  Curry leaves, Red rice,  Chilli, Flour, Pineapple",1724.5,61.336,112.221,186.536,547.6800000000001,99.67699999999999,3270.1000000000004,36761.013,8939.035,3861.361,56.231,118.23200000000001
Pol Roti with Fish Ambul Thiyal,"Red Rice with Devilled Chicken, Sesame Seed Sambol, Coconut Sambol","Red Rice with Cabbage Mallung, Bitter Gourd Salad, Tomato Curry, Chickpea Salad","Chickpeas,  Chili, Cabbage,  Coconut,  Goraka, Coconut, Bitter gourd,  Chillies, Fish,  Onion, Onion, Chicken,  Carrot,  Spices,  Curry leaves, Red rice, Tomato, Sesame seed,  Flour",1724.6,53.75500000000001,151.906,137.364,651.538,167.986,3418.7,49934.102,12613.308,4998.304,14.679,91.744
Coconut Roti with Malu Mirisata,Chicken Fried Rice with Tapioca Chips,"Red Rice with Cuttlefish Curry, Thalapath Fish Curry, Kohila Curry, Polos Ambula","Kohila,  Chili, Rice, Cuttlefish, Coconut,  onion, curry leaves,  Chillies, leeks,  Chicken, Fish, Tapioca,  Flour, Spices, Thalapath fish,  curry leaves, Jackfruit,  Oil,  Coconut milk,  Spices, Red rice,  carrot,  Salt",1726.6,92.707,86.20499999999998,198.16,1155.388,295.454,6140.576,34764.142,19679.292,7412.722,17.411,166.187
"Red Rice with Murunga Curry, Seer Fish Curry, Capsicum Curry, Kappa Masala","Red Rice with Carrot Curry, Ash Plantain Curry, Murukku",Kottu Roti with Devilled Chicken,"Drumstick, Chilli Powder,  Coconut, Carrot, carrot,  Chillies, leeks,  Chicken, flour, Ash plantain, Capsicum, Cassava, Roti, Seer fish, Onion, Coconut Oil,  Coconut milk,  Spices,  Curry leaves, Red rice",1731.8999999999999,51.211,143.14800000000002,129.246,574.392,256.171,3350.476,37307.36,12867.524000000001,4670.51,11.584000000000001,92.37899999999999
"Red Rice with Fish Ambul Thiyal, Mango Curry, Ash Plantain Curry, Seer Fish Curry, Chickpea Salad","Red Rice with Devilled Chicken, Bitter Gourd Salad, Pumpkin Leaves Curry","Red Rice with Malu Mirisata, Brinjal Moju, Garlic curry","Chickpeas,  Chili, Garlic,  Coconut,  Goraka, Mango, Bitter gourd,  Chillies, Eggplant, Fish, Ash plantain,  curry leaves, Pumpkin leaves,  Onion, Onion, Seer fish,  Vinegar, Chicken,  Carrot,  Coconut milk,  Cabbage,  Spices,  Curry leaves, Red rice",1733.6,72.528,138.388,156.26000000000002,744.244,230.492,4414.8,55681.368,10611.923999999999,6266.384,20.695999999999998,109.49199999999999
"Red Rice with Drumstick Curry, Cashew Curry, Octopus Curry, Jaffna Crab Curry","Red Rice with Ash Plantain Curry, Jaffna Crab Curry, Capsicum Curry","Red Rice with Cabbage Mallung, Carrot Curry, Okra Curry, Tapioca Chips","Octopus, Carrot, Tapioca,  Oil, Okra, Drumstick,  Coconut milk, Ash plantain,  Spices, Crab,  Chillies, Red rice, Cabbage, Cashew,  Coconut,  Salt",1736.8,54.904,152.49599999999998,142.90800000000002,700.06,437.832,3747.2,56628.812,25069.148,7632.644,15.704,113.344
"Red Rice with Carrot curry, Seeni Sambol, Chickpea Salad",Roast Bread with Spicy Crab,"Red Rice with Cuttlefish Curry, Green Pea Curry, Mustard Greens Curry, Pineapple Pickle, Coconut Sambol"," chillies, Chickpeas,  pepper, Mustard greens,  sugar, Green pea, Cuttlefish, Carrot, curry leaves,  Chillies,  Onion, Onion,  Oil,  Sugar,  Coconut milk,  Cabbage,  Spices, Red rice, Flour, Pineapple",1738.3000000000002,50.506,113.46,200.374,553.9549999999999,260.614,3353.6,35994.205,7835.795999999999,3784.3630000000003,56.235,121.96799999999999
Pittu with Lunu Miris,Seafood Fried Rice with Vegetable Balls,Chicken Koththu with Ginger Chicken," Chili, Rice,  pepper,  Oninon,  Ginger,  Coconut, Carrot,  leeks,  onion, curry leaves,  Chillies,  Chicken,  Potatoes, Spices,  Egg, Onion, shrimp, Lime,  Jackfruit,  Carrot, crab, Flour,  Salt, Rice flour",1743.4,111.68599999999999,58.0475,204.73950000000002,969.413,658.586,5108.03,17202.873,17200.8545,7040.5195,20.71,169.50449999999998
