date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,Beans,KG,actual,Retail,LKR,516.8,1.4225
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,950.0,2.6149
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1150.0,3.1654
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,pulses and nuts,Lentils,KG,actual,Retail,LKR,332.2,0.9144
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Bananas,KG,actual,Retail,LKR,184.8,0.5087
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,244.4,0.6727
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Carrots,KG,actual,Retail,LKR,351.6,0.9678
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,57.8,0.1591
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,353.2,0.9722
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,231.6,0.6375
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,322.4,0.8874
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,416.0,1.1451
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Papaya,KG,actual,Retail,LKR,131.2,0.3611
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,552.8,1.5216
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,120.0,0.3303
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,284.0,0.7817
2023-10-15,Northern,Mannar,Mannar,8.983333,79.9,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,280.4,0.7718
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,242.0,0.6661
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,320.0,0.8808
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,219.95,0.6054
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (white),KG,actual,Retail,LKR,233.04,0.6415
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.61,0.1338
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1797.6,4.948
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,595.89,1.6402
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1560.0,4.294
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2188.0,6.0226
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1076.8,2.9639
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,786.4,2.1646
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2180.0,6.0006
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1403.2,3.8624
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1268.4,3.4913
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,Beans,KG,actual,Retail,LKR,581.6,1.6009
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,928.8,2.5566
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1369.0,3.7682
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,pulses and nuts,Lentils,KG,actual,Retail,LKR,323.6,0.8907
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Bananas,KG,actual,Retail,LKR,213.0,0.5863
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,272.0,0.7487
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Carrots,KG,actual,Retail,LKR,378.8,1.0427
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,63.75,0.1755
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,278.53,0.7667
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,252.6,0.6953
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,319.6,0.8797
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,400.0,1.101
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Papaya,KG,actual,Retail,LKR,140.0,0.3854
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,477.2,1.3135
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,127.2,0.3501
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,257.6,0.7091
2023-10-15,Northern,Vavuniya,Vavuniya,8.75,80.5,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,246.5,0.6785
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,214.4,0.5901
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.9,0.5998
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230.4,0.6342
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.4,0.1332
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2070.0,5.6978
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1081.07,2.9757
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1399.33,3.8517
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2560.0,7.0465
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1542.0,4.2444
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,673.6,1.8541
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2090.0,5.7528
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1202.4,3.3097
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1150.0,3.1654
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,Beans,KG,actual,Retail,LKR,476.8,1.3124
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,843.6,2.322
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1082.0,2.9783
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,pulses and nuts,Lentils,KG,actual,Retail,LKR,327.17,0.9005
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Bananas,KG,actual,Retail,LKR,172.0,0.4734
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,236.4,0.6507
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Carrots,KG,actual,Retail,LKR,329.6,0.9072
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,85.0,0.234
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,358.4,0.9865
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,274.2,0.7547
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,368.4,1.014
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Papaya,KG,actual,Retail,LKR,136.0,0.3743
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,298.67,0.8221
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,146.4,0.403
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,291.6,0.8026
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,7.253399848937988,80.33689880371094,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,260.4,0.7168
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,217.03,0.5974
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.5,0.5987
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,cereals and tubers,Rice (white),KG,actual,Retail,LKR,233.6,0.643
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.17,0.1298
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2103.5,5.79
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1266.67,3.4866
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1330.0,3.6609
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1655.0,4.5555
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2410.0,6.6336
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1390.0,3.826
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,595.5,1.6391
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2075.0,5.7115
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1056.93,2.9092
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1299.17,3.576
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Beans,KG,actual,Retail,LKR,521.13,1.4344
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,945.43,2.6023
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1036.27,2.8524
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,pulses and nuts,Lentils,KG,actual,Retail,LKR,350.7,0.9653
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Bananas,KG,actual,Retail,LKR,144.4,0.3975
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,220.8,0.6078
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Carrots,KG,actual,Retail,LKR,320.14,0.8812
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,58.33,0.1606
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,394.57,1.0861
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,255.6,0.7036
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,334.0,0.9194
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,433.0,1.1919
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Papaya,KG,actual,Retail,LKR,122.95,0.3384
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,465.0,1.2799
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,140.81,0.3876
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,352.6,0.9705
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,165.13,0.4545
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,196.0,0.5395
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.67,0.5991
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,cereals and tubers,Rice (white),KG,actual,Retail,LKR,235.0,0.6468
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,45.87,0.1263
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2040.0,5.6152
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1173.33,3.2297
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1580.0,4.349
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2556.0,7.0355
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1278.0,3.5178
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,776.0,2.136
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2332.0,6.4189
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1024.67,2.8204
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1370.0,3.771
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Beans,KG,actual,Retail,LKR,408.0,1.123
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,850.0,2.3397
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,948.0,2.6094
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,pulses and nuts,Lentils,KG,actual,Retail,LKR,316.0,0.8698
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Bananas,KG,actual,Retail,LKR,209.33,0.5762
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,173.33,0.4771
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Carrots,KG,actual,Retail,LKR,326.0,0.8973
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,86.0,0.2367
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,358.67,0.9872
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,242.67,0.668
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,340.67,0.9377
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Papaya,KG,actual,Retail,LKR,188.0,0.5175
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,214.0,0.589
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,156.67,0.4312
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,230.0,0.6331
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,6.716800212860107,80.33509826660156,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,218.67,0.6019
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,219.2,0.6034
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,320.0,0.8808
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.6056
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,cereals and tubers,Rice (white),KG,actual,Retail,LKR,230.0,0.6331
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,47.4,0.1305
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2112.0,5.8134
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1362.83,3.7513
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,783.33,2.1562
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1820.0,5.0096
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2373.33,6.5327
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,937.5,2.5805
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,620.0,1.7066
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1990.0,5.4776
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1159.2,3.1908
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1250.0,3.4407
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,pulses and nuts,Beans,KG,actual,Retail,LKR,503.8,1.3867
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1006.5,2.7704
2023-10-15,Southern,Galle,Galle,6.037199974060059,80.22450256347656,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1133.33,3.1196
