commodity,market,unit,priceflag,pricetype,currency,lower_price,upper_price,price,scraped_content
Table Salt,Colombo City,KG,actual,Retail,LKR,63.42,163.08,113.25,the retail price range in sri lanka rupee for table salt is between lkr 63.42 and lkr 163.08 per kilogram or between lkr 28.76 and lkr 73.96 per pound(lb) in colombo and jaffna.
Tallow Fat,Colombo City,KG,actual,Retail,LKR,2499.78,4631.95,3565.86,"the retail price range in sri lanka rupee for tallow fat is between lkr 2,499.78 and lkr 4,631.95 per kilogram or between lkr 1,133.69 and lkr 2,100.66 per pound(lb) in colombo and jaffna."
Tamarillo,Colombo City,KG,actual,Retail,LKR,1210.83,2270.31,1740.57,"the retail price range in sri lanka rupee for tamarillo is between lkr 1,210.83 and lkr 2,270.31 per kilogram or between lkr 549.13 and lkr 1,029.62 per pound(lb) in colombo and jaffna."
Tamarind,Colombo City,KG,actual,Retail,LKR,1644.58,2242.62,1943.6,"the retail price range in sri lanka rupee for tamarind is between lkr 1,644.58 and lkr 2,242.62 per kilogram or between lkr 745.84 and lkr 1,017.06 per pound(lb) in colombo and jaffna."
Tapioca flour,Colombo City,KG,actual,Retail,LKR,265.71,354.28,310.0,the retail price range in sri lanka rupee for tapioca flour is between lkr 265.71 and lkr 354.28 per kilogram or between lkr 120.50 and lkr 160.67 per pound(lb) in colombo and jaffna.
Tapioca,Colombo City,KG,actual,Retail,LKR,648.76,1032.12,840.44,"the retail price range in sri lanka rupee for tapioca is between lkr 648.76 and lkr 1,032.12 per kilogram or between lkr 294.22 and lkr 468.08 per pound(lb) in colombo and jaffna."
Taro (Arrowroot),Colombo City,KG,actual,Retail,LKR,744.77,2532.22,1638.49,"the retail price range in sri lanka rupee for taro (arrowroot) is between lkr 744.77 and lkr 2,532.22 per kilogram or between lkr 337.76 and lkr 1,148.40 per pound(lb) in colombo and jaffna."
Teff flour,Colombo City,KG,actual,Retail,LKR,3670.0,4550.8,4110.4,"the retail price range in sri lanka rupee for teff flour is between lkr 3,670.00 and lkr 4,550.80 per kilogram or between lkr 1,664.40 and lkr 2,063.85 per pound(lb) in colombo and jaffna."
Teff,Colombo City,KG,actual,Retail,LKR,1032.03,1570.48,1301.26,"the retail price range in sri lanka rupee for teff is between lkr 1,032.03 and lkr 1,570.48 per kilogram or between lkr 468.04 and lkr 712.23 per pound(lb) in colombo and jaffna."
Tempeh,Colombo City,KG,actual,Retail,LKR,2066.46,3615.54,2841.0,"the retail price range in sri lanka rupee for tempeh is between lkr 2,066.46 and lkr 3,615.54 per kilogram or between lkr 937.17 and lkr 1,639.70 per pound(lb) in colombo and jaffna."
Thyme,Colombo City,KG,actual,Retail,LKR,56.13,97.49,76.81,the retail price range in sri lanka rupee for thyme is between lkr 56.13 and lkr 97.49 per kilogram or between lkr 25.46 and lkr 44.21 per pound(lb) in colombo and jaffna.
Tilapia,Colombo City,KG,actual,Retail,LKR,2079.11,2970.15,2524.63,"the retail price range in sri lanka rupee for tilapia is between lkr 2,079.11 and lkr 2,970.15 per kilogram or between lkr 942.91 and lkr 1,347.01 per pound(lb) in colombo and jaffna."
Timothy grass Seeds,Colombo City,KG,actual,Retail,LKR,135.43,707.24,421.34,the retail price range in sri lanka rupee for timothy grass seeds  is between lkr 135.43 and lkr 707.24 per kilogram or between lkr 61.42 and lkr 320.74 per pound(lb) in colombo and jaffna.
Tomato Juice,Colombo City,KG,actual,Retail,LKR,242.13,597.85,419.99,the retail price range in sri lanka rupee for tomato juice is between lkr 242.13 and lkr 597.85 per kilogram or between lkr 109.81 and lkr 271.13 per pound(lb) in colombo and jaffna.
Tomato ketchup (sauce),Colombo City,KG,actual,Retail,LKR,165.83,245.78,205.81,the retail price range in sri lanka rupee for tomato ketchup (sauce) is between lkr 165.83 and lkr 245.78 per kilogram or between lkr 75.21 and lkr 111.47 per pound(lb) in colombo and jaffna.
Tomatoes,Colombo City,KG,actual,Retail,LKR,228.34,731.85,480.1,the retail price range in sri lanka rupee for tomatoes is between lkr 228.34 and lkr 731.85 per kilogram or between lkr 103.55 and lkr 331.90 per pound(lb) in colombo and jaffna.
Triticale,Colombo City,KG,actual,Retail,LKR,1197.29,3591.88,2394.59,"the retail price range in sri lanka rupee for triticale is between lkr 1,197.29 and lkr 3,591.88 per kilogram or between lkr 542.99 and lkr 1,628.97 per pound(lb) in colombo and jaffna."
Trout,Colombo City,KG,actual,Retail,LKR,1185.95,4752.72,2969.34,"the retail price range in sri lanka rupee for trout is between lkr 1,185.95 and lkr 4,752.72 per kilogram or between lkr 537.85 and lkr 2,155.43 per pound(lb) in colombo and jaffna."
Truffles,Colombo City,KG,actual,Retail,LKR,2929.54,7323.85,5126.69,"the retail price range in sri lanka rupee for truffles is between lkr 2,929.54 and lkr 7,323.85 per kilogram or between lkr 1,328.59 and lkr 3,321.47 per pound(lb) in colombo and jaffna."
Tuna,Colombo City,KG,actual,Retail,LKR,1604.9,3334.2,2469.55,"the retail price range in sri lanka rupee for tuna is between lkr 1,604.90 and lkr 3,334.20 per kilogram or between lkr 727.85 and lkr 1,512.11 per pound(lb) in colombo and jaffna."
Tung oil,Colombo City,KG,actual,Retail,LKR,7070.97,13600.33,10335.65,"the retail price range in sri lanka rupee for tung oil is between lkr 7,070.97 and lkr 13,600.33 per kilogram or between lkr 3,206.79 and lkr 6,167.95 per pound(lb) in colombo and jaffna."
Turbot Fish,Colombo City,KG,actual,Retail,LKR,2587.31,4568.45,3577.88,"the retail price range in sri lanka rupee for turbot fish is between lkr 2,587.31 and lkr 4,568.45 per kilogram or between lkr 1,173.38 and lkr 2,071.86 per pound(lb) in colombo and jaffna."
Turkey Meat,Colombo City,KG,actual,Retail,LKR,1819.64,4808.0,3313.82,"the retail price range in sri lanka rupee for turkey meat is between lkr 1,819.64 and lkr 4,808.00 per kilogram or between lkr 825.23 and lkr 2,180.50 per pound(lb) in colombo and jaffna."
Turmeric,Colombo City,KG,actual,Retail,LKR,1968.85,3050.54,2509.69,"the retail price range in sri lanka rupee for turmeric is between lkr 1,968.85 and lkr 3,050.54 per kilogram or between lkr 892.90 and lkr 1,383.47 per pound(lb) in colombo and jaffna."
Turnips,Colombo City,KG,actual,Retail,LKR,528.02,1282.32,905.17,"the retail price range in sri lanka rupee for turnips is between lkr 528.02 and lkr 1,282.32 per kilogram or between lkr 239.46 and lkr 581.55 per pound(lb) in colombo and jaffna."
Ugli fruit,Colombo City,KG,actual,Retail,LKR,438.79,741.41,590.1,the retail price range in sri lanka rupee for ugli fruit is between lkr 438.79 and lkr 741.41 per kilogram or between lkr 199.00 and lkr 336.24 per pound(lb) in colombo and jaffna.
Vanilla,Colombo City,KG,actual,Retail,LKR,4566.92,9133.85,6850.39,"the retail price range in sri lanka rupee for vanilla is between lkr 4,566.92 and lkr 9,133.85 per kilogram or between lkr 2,071.17 and lkr 4,142.33 per pound(lb) in colombo and jaffna."
Vegetables,Colombo City,KG,actual,Retail,LKR,180.07,891.5,535.78,the retail price range in sri lanka rupee for vegetables is between lkr 180.07 and lkr 891.50 per kilogram or between lkr 81.67 and lkr 404.31 per pound(lb) in colombo and jaffna.
Vetiver Oil,Colombo City,KG,actual,Retail,LKR,17225.69,21370.98,19298.33,"the retail price range in sri lanka rupee for vetiver oil is between lkr 17,225.69 and lkr 21,370.98 per kilogram or between lkr 7,812.10 and lkr 9,692.06 per pound(lb) in colombo and jaffna."
Vinegar,Colombo City,KG,actual,Retail,LKR,18.06,51.17,34.62,the retail price range in sri lanka rupee for vinegar is between lkr 18.06 and lkr 51.17 per kilogram or between lkr 8.19 and lkr 23.21 per pound(lb) in colombo and jaffna.
Vodka,Colombo City,KG,actual,Retail,LKR,10679.81,24674.04,17676.92,"the retail price range in sri lanka rupee for vodka is between lkr 10,679.81 and lkr 24,674.04 per kilogram or between lkr 4,843.45 and lkr 11,190.04 per pound(lb) in colombo and jaffna."
Wakame seaweed,Colombo City,KG,actual,Retail,LKR,1368.55,1976.8,1672.67,"the retail price range in sri lanka rupee for wakame seaweed is between lkr 1,368.55 and lkr 1,976.80 per kilogram or between lkr 620.66 and lkr 896.51 per pound(lb) in colombo and jaffna."
Walnuts,Colombo City,KG,actual,Retail,LKR,2138.63,3635.37,2887.0,"the retail price range in sri lanka rupee for walnuts is between lkr 2,138.63 and lkr 3,635.37 per kilogram or between lkr 969.90 and lkr 1,648.70 per pound(lb) in colombo and jaffna."
Watercress,Colombo City,KG,actual,Retail,LKR,754.77,1434.06,1094.41,"the retail price range in sri lanka rupee for watercress is between lkr 754.77 and lkr 1,434.06 per kilogram or between lkr 342.30 and lkr 650.37 per pound(lb) in colombo and jaffna."
Watermelon,Colombo City,KG,actual,Retail,LKR,190.66,395.99,293.32,the retail price range in sri lanka rupee for watermelon is between lkr 190.66 and lkr 395.99 per kilogram or between lkr 86.47 and lkr 179.59 per pound(lb) in colombo and jaffna.
Wheat berries,Colombo City,KG,actual,Retail,LKR,1052.05,1277.48,1164.76,"the retail price range in sri lanka rupee for wheat berries is between lkr 1,052.05 and lkr 1,277.48 per kilogram or between lkr 477.12 and lkr 579.36 per pound(lb) in colombo and jaffna."
Wheat flour,Colombo City,KG,actual,Retail,LKR,265.29,353.72,309.5,the retail price range in sri lanka rupee for wheat flour is between lkr 265.29 and lkr 353.72 per kilogram or between lkr 120.31 and lkr 160.42 per pound(lb) in colombo and jaffna.
Wheat Pellets,Colombo City,KG,actual,Retail,LKR,193.3,469.87,331.59,the retail price range in sri lanka rupee for wheat pellets is between lkr 193.30 and lkr 469.87 per kilogram or between lkr 87.66 and lkr 213.09 per pound(lb) in colombo and jaffna.
Wheat starch,Colombo City,KG,actual,Retail,LKR,264.02,821.39,542.7,the retail price range in sri lanka rupee for wheat starch is between lkr 264.02 and lkr 821.39 per kilogram or between lkr 119.74 and lkr 372.51 per pound(lb) in colombo and jaffna.
Wheat,Colombo City,KG,actual,Retail,LKR,225.28,375.46,300.37,the retail price range in sri lanka rupee for wheat is between lkr 225.28 and lkr 375.46 per kilogram or between lkr 102.17 and lkr 170.28 per pound(lb) in colombo and jaffna.
Whey,Colombo City,KG,actual,Retail,LKR,3167.78,7956.28,5562.03,"the retail price range in sri lanka rupee for whey is between lkr 3,167.78 and lkr 7,956.28 per kilogram or between lkr 1,436.63 and lkr 3,608.29 per pound(lb) in colombo and jaffna."
Whisky,Colombo City,KG,actual,Retail,LKR,4553.18,16303.34,10428.26,"the retail price range in sri lanka rupee for whisky is between lkr 4,553.18 and lkr 16,303.34 per kilogram or between lkr 2,064.94 and lkr 7,393.80 per pound(lb) in colombo and jaffna."
Whole wheat pasta,Colombo City,KG,actual,Retail,LKR,1631.22,2224.38,1927.8,"the retail price range in sri lanka rupee for whole wheat pasta is between lkr 1,631.22 and lkr 2,224.38 per kilogram or between lkr 739.78 and lkr 1,008.79 per pound(lb) in colombo and jaffna."
Wild rice,Colombo City,KG,actual,Retail,LKR,2340.18,3656.54,2998.36,"the retail price range in sri lanka rupee for wild rice is between lkr 2,340.18 and lkr 3,656.54 per kilogram or between lkr 1,061.31 and lkr 1,658.29 per pound(lb) in colombo and jaffna."
Wilkings,Colombo City,KG,actual,Retail,LKR,159.31,354.02,256.66,the retail price range in sri lanka rupee for wilkings is between lkr 159.31 and lkr 354.02 per kilogram or between lkr 72.25 and lkr 160.55 per pound(lb) in colombo and jaffna.
Wine lees (Argol),Colombo City,KG,actual,Retail,LKR,41.56,59.37,50.47,the retail price range in sri lanka rupee for wine lees (argol) is between lkr 41.56 and lkr 59.37 per kilogram or between lkr 18.85 and lkr 26.92 per pound(lb) in colombo and jaffna.
Wine,Colombo City,KG,actual,Retail,LKR,3106.45,6243.35,4674.9,"the retail price range in sri lanka rupee for wine is between lkr 3,106.45 and lkr 6,243.35 per kilogram or between lkr 1,408.82 and lkr 2,831.45 per pound(lb) in colombo and jaffna."
Wood Ear,Colombo City,KG,actual,Retail,LKR,2487.3,4780.27,3633.79,"the retail price range in sri lanka rupee for wood ear is between lkr 2,487.30 and lkr 4,780.27 per kilogram or between lkr 1,128.03 and lkr 2,167.92 per pound(lb) in colombo and jaffna."
Wool Grease,Colombo City,KG,actual,Retail,LKR,1295.77,2414.84,1855.31,"the retail price range in sri lanka rupee for wool grease is between lkr 1,295.77 and lkr 2,414.84 per kilogram or between lkr 587.65 and lkr 1,095.16 per pound(lb) in colombo and jaffna."
Yams,Colombo City,KG,actual,Retail,LKR,147.66,442.98,295.32,the retail price range in sri lanka rupee for yams is between lkr 147.66 and lkr 442.98 per kilogram or between lkr 66.97 and lkr 200.90 per pound(lb) in colombo and jaffna.
Yeast,Colombo City,KG,actual,Retail,LKR,148.1,232.73,190.41,the retail price range in sri lanka rupee for yeast is between lkr 148.10 and lkr 232.73 per kilogram or between lkr 67.17 and lkr 105.55 per pound(lb) in colombo and jaffna.
Yerba mate,Colombo City,KG,actual,Retail,LKR,4246.5,6674.81,5460.66,"the retail price range in sri lanka rupee for yerba mate is between lkr 4,246.50 and lkr 6,674.81 per kilogram or between lkr 1,925.85 and lkr 3,027.13 per pound(lb) in colombo and jaffna."
Yogurt,Colombo City,KG,actual,Retail,LKR,96.27,153.42,124.84,the retail price range in sri lanka rupee for yogurt is between lkr 96.27 and lkr 153.42 per kilogram or between lkr 43.66 and lkr 69.58 per pound(lb) in colombo and jaffna.
Yuba (Tofu skin),Colombo City,KG,actual,Retail,LKR,662.03,1053.23,857.63,"the retail price range in sri lanka rupee for yuba (tofu skin) is between lkr 662.03 and lkr 1,053.23 per kilogram or between lkr 300.24 and lkr 477.66 per pound(lb) in colombo and jaffna."
Zucchini,Colombo City,KG,actual,Retail,LKR,877.38,1608.54,1242.96,"the retail price range in sri lanka rupee for zucchini is between lkr 877.38 and lkr 1,608.54 per kilogram or between lkr 397.91 and lkr 729.50 per pound(lb) in colombo and jaffna."
