Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g)
Chicken Fried Rice,Ginger Chicken,Chicken Fried Rice with Ginger Chicken,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Chicken,  Ginger","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009, SLK012, SLK002",1041.0,58.29,32.1,120.58000000000001,86.85,2731.12,139.82999999999998,701.8,6.18,1558.71,904.6700000000001,787.6199999999999,185.01,4116.0,3277.76,12245.28,4959.79,9.9,96.07
Chicken Fried Rice,Fish Cutlets,Chicken Fried Rice with Fish Cutlets,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Fish,  Potatoes","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009, SLF034,  SLB006,  SLK002",1050.0,71.66,33.910000000000004,105.90000000000002,78.01,2692.36,131.5,650.86,7.26,1561.15,1009.51,721.67,256.15999999999997,3655.0,4627.76,12962.03,4674.79,7.590000000000001,90.32
Chicken Fried Rice,Vegetable Cutlets,Chicken Fried Rice with Vegetable Cutlets,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Carrot,  Potatoes","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 30.0, 40.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009,  SLB006,  SLK002",946.0,53.78,30.53,105.90000000000002,78.01,2677.94,131.5,649.96,5.59,1517.77,798.51,690.78,170.34,3336.0,2923.76,12138.03,4164.79,7.590000000000001,90.32
Chicken Fried Rice,Tapioca Chips,Chicken Fried Rice with Tapioca Chips,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Tapioca,  Oil,  Salt","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 50.0, 20.0, 10.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009, SLB011,  SLJ002,  SLK002",1024.0,54.7,30.720000000000002,123.48000000000002,82.76,2677.94,131.63,649.96,5.76,1537.55,843.41,714.51,181.09,3612.0,2982.25,12147.91,4248.41,9.780000000000001,105.55999999999999
Chicken Fried Rice,potatoe cheese Balls,Chicken Fried Rice with potatoe cheese Balls,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, cheese,  Potatoes","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 30.0, 60.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009, SLG002,  SLB006,  SLK018",1326.0,73.53,58.8,117.57000000000002,78.01,2875.94,131.5,649.96,5.59,2160.77,1354.51,690.78,1474.34,3336.0,2923.76,12138.03,4164.79,7.590000000000001,90.32
Chicken Fried Rice,Vegetable Balls,Chicken Fried Rice with Vegetable Balls,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Carrot,  leeks","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009,  SLD055,  SLD049,  SLB006,  SLK018",946.0,53.78,30.53,105.90000000000002,78.01,2677.94,131.5,649.96,5.59,1517.77,798.51,690.78,170.34,3336.0,2923.76,12138.03,4164.79,7.590000000000001,90.32
Chicken Fried Rice,Ginger Chicken,Chicken Fried Rice with Ginger Chicken,"Rice,  Chicken,  onion,  carrot, leeks, Spices, curry leaves, Chicken,  Ginger","100.0, 50.0, 20.0, 20.0, 5.0, 5.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLB002, SLD055, SLK006, SLK009, SLK012, SLK002",1041.0,58.29,32.1,120.58000000000001,86.85,2731.12,139.82999999999998,701.8,6.18,1558.71,904.6700000000001,787.6199999999999,185.01,4116.0,3277.76,12245.28,4959.79,9.9,96.07
Egg Fried Rice,Chicken Curry,Egg Fried Rice with Chicken Curry,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Chicken,  Coconut milk","100.0, 30.0, 10.0, 15.0, 3.0, 2.5, 20.0, 20.0, 40.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLH006, SLI005",1371.0,74.21000000000002,106.72000000000001,114.85000000000002,93.65,2885.94,135.96,716.65,12.970000000000002,1601.91,1197.51,782.24,344.35,4097.0,49747.76,20859.03,6784.79,14.02,90.32
Egg Fried Rice,Wambatu Moju,Egg Fried Rice with Wambatu Moju,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Eggplant,  Vinegar, onion, tomato sause","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 20.0, 0.5, 5.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLD019, SLI017, , SLD082",1009.0,46.40000000000001,34.84000000000001,113.35000000000002,83.51,2908.06,137.20000000000002,821.5999999999999,7.730000000000001,1580.0500000000002,869.1299999999999,713.5200000000001,308.61,3631.0,6068.05,16268.430000000002,5729.79,9.58,91.95
Egg Fried Rice,Chicken Curry,Egg Fried Rice with Chicken Curry,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Chicken,  Coconut milk","100.0, 30.0, 10.0, 15.0, 3.0, 2.5, 20.0, 20.0, 40.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLH006, SLI005",1371.0,74.21000000000002,106.72000000000001,114.85000000000002,93.65,2885.94,135.96,716.65,12.970000000000002,1601.91,1197.51,782.24,344.35,4097.0,49747.76,20859.03,6784.79,14.02,90.32
Egg Fried Rice,Devilled Chicken,Egg Fried Rice with Devilled Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Chicken,  Chili,  Curry leaves, Onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 50.0, 5.0, 10.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLH006, SLK002",1155.0,69.20000000000002,44.290000000000006,111.15000000000002,82.25,2924.1,140.25,737.2399999999999,7.9300000000000015,1588.16,1056.34,738.73,330.28000000000003,3832.0,6845.76,17235.17,6269.79,8.59,92.24
Egg Fried Rice,Devilled Fish,Egg Fried Rice with Devilled Fish,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Fish,  Chili,  Curry leaves, Onion","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 50.0, 5.0, 5.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLF006, SLK002",979.0,46.06000000000001,35.050000000000004,111.15000000000002,82.25,2917.22,140.25,705.5899999999999,7.700000000000001,1573.1000000000001,879.34,718.5500000000001,299.86,3530.0,6067.76,16251.17,5914.79,8.59,92.24
Egg Fried Rice,Ala Badun,Egg Fried Rice with Ala Badun,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Potato,  Oil, onion, chilli","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 40.0, 10.0, 30.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLB006, SLJ002",1911.0,45.45000000000001,134.54000000000002,120.99000000000002,79.73,2879.06,136.15,684.81,7.510000000000001,1562.68,877.48,705.4800000000001,301.0,3692.0,6075.08,16237.61,5613.06,7.930000000000001,101.69999999999999
Egg Fried Rice,Cashew Curry,Egg Fried Rice with Cashew Curry,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Cashew,  Coconut milk,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 50.0, 25.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLI004,  SLI005, SLK002",1559.0,64.53,80.21000000000001,136.29000000000002,86.49,2917.22,144.03,707.66,9.250000000000002,1607.1000000000001,1416.34,990.5500000000001,308.8,4175.0,13720.76,44432.17,13252.79,11.72,112.35
Egg Fried Rice,Ginger Chicken,Egg Fried Rice with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Chicken,  Ginger,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 50.0, 25.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLH006, SLK012, SLK002",1211.0,71.43000000000002,45.10000000000001,120.58000000000001,86.85,2939.12,144.29,765.7999999999998,8.280000000000001,1608.8500000000001,1102.6699999999998,798.66,342.01000000000005,4233.0,7069.76,17306.28,6622.79,9.9,96.07
Egg Fried Rice,Fish Cutlets,Egg Fried Rice with Fish Cutlets,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Fish,  Potatoes,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 30.0, 50.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLF034,  SLB006,  SLK002",1044.0,61.66000000000001,37.67000000000001,105.90000000000002,78.01,2893.48,135.96,683.2099999999999,9.13,1596.2300000000002,1030.51,712.5300000000001,382.74,3470.0,7641.76,17039.03,5982.79,7.590000000000001,90.32
Egg Fried Rice,Vegetable Cutlets,Egg Fried Rice with Vegetable Cutlets,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Carrot,  Potatoes,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 30.0, 40.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055,  SLB006,  SLK002",940.0,43.78000000000001,34.290000000000006,105.90000000000002,78.01,2879.06,135.96,682.31,7.460000000000001,1552.8500000000001,819.51,681.6400000000001,296.92,3151.0,5937.76,16215.03,5472.79,7.590000000000001,90.32
Egg Fried Rice,Tapioca Chips,Egg Fried Rice with Tapioca Chips,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Tapioca,  Oil,  Salt,  chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 50.0, 20.0, 10.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLB011,  SLJ002,  SLK002",1018.0,44.70000000000001,34.480000000000004,123.48000000000002,82.76,2879.06,136.09,682.31,7.630000000000001,1572.63,864.41,705.3700000000001,307.67,3427.0,5996.25,16224.91,5556.41,9.780000000000001,105.55999999999999
Egg Fried Rice,potatoe cheese Balls,Egg Fried Rice with potatoe cheese Balls,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, cheese,  Potatoes,  pepper","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 30.0, 60.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLG002,  SLB006,  SLK018",1320.0,63.53000000000001,62.56,117.57000000000002,78.01,3077.06,135.96,682.31,7.460000000000001,2195.8500000000004,1375.51,681.6400000000001,1600.92,3151.0,5937.76,16215.03,5472.79,7.590000000000001,90.32
Egg Fried Rice,Vegetable Balls,Egg Fried Rice with Vegetable Balls,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Carrot,  leeks,  Jackfruit,  Potatoes","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 30.0, 50.0, 10.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055,  SLD055,  SLD049,  SLB006,  SLK018",940.0,43.78000000000001,34.290000000000006,105.90000000000002,78.01,2879.06,135.96,682.31,7.460000000000001,1552.8500000000001,819.51,681.6400000000001,296.92,3151.0,5937.76,16215.03,5472.79,7.590000000000001,90.32
Egg Fried Rice,Ginger Chicken,Egg Fried Rice with Ginger Chicken,"Rice,  Egg,  onion,  Spices, curry leaves, carrort, leeks, Chicken,  Ginger,  Chillies","100.0, 30.0, 10.0, 5.0, 3.0, 2.5, 20.0, 20.0, 50.0, 25.0","SLA008, SLH001, SLD060, SLK006, SLK009, SLB002, SLD055, SLH006, SLK012, SLK002",1211.0,71.43000000000002,45.10000000000001,120.58000000000001,86.85,2939.12,144.29,765.7999999999998,8.280000000000001,1608.8500000000001,1102.6699999999998,798.66,342.01000000000005,4233.0,7069.76,17306.28,6622.79,9.9,96.07
Seafood Fried Rice,Chicken Curry,Seafood Fried Rice with Chicken Curry,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Chicken,  Coconut milk,  Spices","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0, 5.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLH006, SLI005",1285.0,92.48,93.33000000000001,105.17000000000002,87.32000000000001,1477.71,131.96,607.63,12.55,1765.84,1337.25,794.6499999999999,425.64,3705.0,45817.12,15822.94,4777.79,14.78,85.38
Seafood Fried Rice,Chicken Curry,Seafood Fried Rice with Chicken Curry,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Chicken,  Coconut milk,  Spices","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0, 5.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLH006, SLI005",1285.0,92.48,93.33000000000001,105.17000000000002,87.32000000000001,1477.71,131.96,607.63,12.55,1765.84,1337.25,794.6499999999999,425.64,3705.0,45817.12,15822.94,4777.79,14.78,85.38
Seafood Fried Rice,Devilled Chicken,Seafood Fried Rice with Devilled Chicken,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 5.0, 10.0, 20.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLH006, SLK002",1069.0,87.47,30.900000000000002,101.47000000000001,75.92,1515.8700000000001,136.25,628.2199999999999,7.51,1752.09,1196.08,751.1399999999999,411.57,3440.0,2915.12,12199.08,4262.79,9.35,87.3
Seafood Fried Rice,Devilled Fish,Seafood Fried Rice with Devilled Fish,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Fish,  Chili,  Curry leaves, Onion","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 5.0, 5.0, 20.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLK002",893.0,64.33,21.66,101.47000000000001,75.92,1508.99,136.25,596.5699999999999,7.279999999999999,1737.03,1019.08,730.9599999999999,381.15,3138.0,2137.12,11215.08,3907.79,9.35,87.3
Seafood Fried Rice,Ala Badun,Seafood Fried Rice with Ala Badun,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Potato,  Oil, onion, chilli","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 40.0, 10.0, 30.0, 5.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLB006, SLJ002",1825.0,63.72,121.15,111.31000000000002,73.4,1470.83,132.15,575.79,7.089999999999999,1726.61,1017.22,717.89,382.28999999999996,3300.0,2144.4399999999996,11201.52,3606.06,8.69,96.75999999999999
Seafood Fried Rice,Cashew Curry,Seafood Fried Rice with Cashew Curry,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Cashew,  Coconut milk,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLI004,  SLI005, SLK002",1473.0,82.8,66.82000000000001,126.61000000000001,80.16,1508.99,140.03,598.64,8.83,1771.03,1556.08,1002.9599999999999,390.09,3783.0,9790.119999999999,39396.08,11245.79,12.48,107.41
Seafood Fried Rice,Octopus Curry,Seafood Fried Rice with Octopus Curry,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Octopus,  Coconut milk,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLF042,  SLI005, SLK002",972.0,79.03999999999999,22.78,101.47000000000001,75.92,1536.99,137.88,597.41,7.9399999999999995,1759.1299999999999,1150.08,781.8799999999999,611.15,3319.0,2462.12,11285.03,4290.79,9.35,87.3
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLH006, SLK012, SLK002",1125.0,89.7,31.71,110.9,80.52,1530.89,140.29,656.7799999999999,7.859999999999999,1772.78,1242.4099999999999,811.0699999999998,423.3,3841.0,3139.12,12270.19,4615.79,10.66,91.13
Seafood Fried Rice,Fish Cutlets,Seafood Fried Rice with Fish Cutlets,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Fish,  Potatoes,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLF034,  SLB006,  SLK002",958.0,79.92999999999999,24.279999999999998,96.22000000000001,71.68,1485.25,131.96,574.1899999999999,8.709999999999999,1760.16,1170.25,724.9399999999999,464.03,3078.0,3711.12,12002.94,3975.79,8.35,85.38
Seafood Fried Rice,Vegetable Cutlets,Seafood Fried Rice with Vegetable Cutlets,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Carrot,  Potatoes,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 30.0, 40.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLB002,  SLB006,  SLK002",884.0,62.9,21.349999999999998,101.26000000000002,76.07000000000001,2710.83,133.14000000000001,591.5899999999999,7.259999999999999,1744.43,992.88,705.75,429.99,3009.0,2091.87,11200.300000000001,3719.79,11.58,86.6
Seafood Fried Rice,Tapioca Chips,Seafood Fried Rice with Tapioca Chips,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Tapioca,  Oil,  Salt,  chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 20.0, 10.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLB011,  SLJ002,  SLK002",932.0,62.97,21.09,113.80000000000001,76.43,1470.83,132.09,573.29,7.209999999999999,1736.56,1004.15,717.78,388.96,3035.0,2065.6099999999997,11188.82,3549.41,10.54,100.61999999999999
Seafood Fried Rice,potatoe cheese Balls,Seafood Fried Rice with potatoe cheese Balls,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, cheese,  Potatoes,  pepper","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 30.0, 60.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLG002,  SLB006,  SLK018",1234.0,81.8,49.17,107.89000000000001,71.68,1668.83,131.96,573.29,7.039999999999999,2359.7799999999997,1515.25,694.05,1682.21,2759.0,2007.12,11178.94,3465.79,8.35,85.38
Seafood Fried Rice,Vegetable Balls,Seafood Fried Rice with Vegetable Balls,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Carrot,  leeks,  Jackfruit","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 30.0, 50.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018",884.0,62.9,21.349999999999998,101.26000000000002,76.07000000000001,2710.83,133.14000000000001,591.5899999999999,7.259999999999999,1744.43,992.88,705.75,429.99,3009.0,2091.87,11200.300000000001,3719.79,11.58,86.6
Seafood Fried Rice,Ginger Chicken,Seafood Fried Rice with Ginger Chicken,"Rice, shrimp, crab,  Oninon, Spices, curry leaves, Chicken,  Ginger,  Chillies","100.0, 10.0, 10.0, 5.0, 3.0, 2.0, 50.0, 25.0, 10.0","SLA008, SLI015, SLF045, SLF006, , SLD060, SLK006, SLK009, SLH006, SLK012, SLK002",1125.0,89.7,31.71,110.9,80.52,1530.89,140.29,656.7799999999999,7.859999999999999,1772.78,1242.4099999999999,811.0699999999998,423.3,3841.0,3139.12,12270.19,4615.79,10.66,91.13
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI005, SLK006",730.1,35.861000000000004,63.259,66.241,45.913,21.608999999999998,4.879,47.593,4.571,559.888,545.3,355.88,58.408,1854.3000000000002,31392.969999999998,10756.2,2675.3999999999996,7.468999999999999,53.480000000000004
Vegetable Kottu,Chicken Curry,Vegetable Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLI005, SLK006",730.1,35.861000000000004,63.259,66.241,45.913,21.608999999999998,4.879,47.593,4.571,559.888,545.3,355.88,58.408,1854.3000000000002,31392.969999999998,10756.2,2675.3999999999996,7.468999999999999,53.480000000000004
Vegetable Kottu,Devilled Chicken,Vegetable Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK002, SLK009, SLD060",458.5,31.528000000000002,8.421000000000001,60.815999999999995,21.546000000000003,1004.171,97.28599999999999,415.01599999999996,2.933,544.11,308.756,250.48800000000003,50.729,1354.5,944.377,785.015,1251.4530000000002,2.751,53.95600000000001
Vegetable Kottu,Devilled Fish,Vegetable Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLK002, SLF006, SLK002, SLK009, SLD060",335.29999999999995,15.330000000000002,1.953,60.815999999999995,21.546000000000003,999.355,97.28599999999999,392.861,2.7720000000000002,533.568,184.856,236.362,29.435,1143.1000000000001,399.777,96.21499999999999,1002.9530000000001,2.751,53.95600000000001
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.95099999999999,8.281,42.38499999999999,9.8,59.108,0.6159999999999999,57.946,272.412,111.17399999999999,32.963,960.3999999999999,859.6700000000001,800.275,1052.8,2.898,53.809000000000005
Vegetable Kottu,Ginger Chicken,Vegetable Kottu with Ginger Chicken,"Flour,  Carrot,  leeks,  Chilli, Chicken,  Ginger,  Chillies","70.0, 20.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA018,  SLB002,  SLD055,  SLK002, SLH006, SLK012, SLK002",438.2,26.649,8.078,62.95099999999999,8.281,42.38499999999999,9.8,59.108,0.6159999999999999,57.946,272.412,111.17399999999999,32.963,960.3999999999999,859.6700000000001,800.275,1052.8,2.898,53.809000000000005
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI005, SLK006",730.1,35.861000000000004,63.259,66.241,45.913,21.608999999999998,4.879,47.593,4.571,559.888,545.3,355.88,58.408,1854.3000000000002,31392.969999999998,10756.2,2675.3999999999996,7.468999999999999,53.480000000000004
Chicken Kottu,Chicken Curry,Chicken Kottu with Chicken Curry,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Coconut milk,  Spices","70.0, 20.0, 20.0, 40.0, 20.0, 40.0, 10.0, 5.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLI005, SLK006",730.1,35.861000000000004,63.259,66.241,45.913,21.608999999999998,4.879,47.593,4.571,559.888,545.3,355.88,58.408,1854.3000000000002,31392.969999999998,10756.2,2675.3999999999996,7.468999999999999,53.480000000000004
Chicken Kottu,Devilled Chicken,Chicken Kottu with Devilled Chicken,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Chicken,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 10.0, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLH006, SLK002, SLK009, SLD060",458.5,31.528000000000002,8.421000000000001,60.815999999999995,21.546000000000003,1004.171,97.28599999999999,415.01599999999996,2.933,544.11,308.756,250.48800000000003,50.729,1354.5,944.377,785.015,1251.4530000000002,2.751,53.95600000000001
Chicken Kottu,Devilled Fish,Chicken Kottu with Devilled Fish,"Flour,  Carrot,  leeks,  Chicken,  Chilli, Fish,  Chili,  Curry leaves, Onion","70.0, 20.0, 20.0, 40.0, 20.0, 50.0, 5.0, 5.0, 20.0","SLA018,  SLB002,  SLD055,  SLH006,  SLK002, SLF006, SLK002, SLK009, SLD060",335.29999999999995,15.330000000000002,1.953,60.815999999999995,21.546000000000003,999.355,97.28599999999999,392.861,2.7720000000000002,533.568,184.856,236.362,29.435,1143.1000000000001,399.777,96.21499999999999,1002.9530000000001,2.751,53.95600000000001
